z6-21507,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 1,Port 7,Port 7,Port 8,Port 8
Records: 772,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,Battery,Battery,Barometer,Barometer
Timestamp,W/m² Solar Radiation,mm Precipitation, Lightning Activity,km Lightning Distance,° Wind Direction,m/s Wind Speed,m/s Gust Speed,°C Air Temperature,RH Relative Humidity,kPa Atmospheric Pressure,° X-axis Level,° Y-axis Level,mm/h Max Precip Rate,°C RH Sensor Temp,% Battery Percent,mV Battery Voltage,kPa Reference Pressure,°C Logger Temperature
15/08/2023 12:30,547.5,0.000,0,0,256,1.65,2.78,5.6,0.801,100.59,-1.6,0.6,0.0,11.4,100,8536,100.64,9.7
15/08/2023 13:00,598.8,0.000,0,0,261,1.92,2.75,5.6,0.803,100.60,-1.6,0.6,0.0,11.5,100,8565,100.64,10.2
12/07/2024 13:00,533.5,0.000,0,0,233,1.08,2.11,7.2,0.796,94.16,1.2,0.6,0.0,11.6,100,7969,93.77,13.5
12/07/2024 13:30,581.9,0.000,0,0,244,1.48,3.56,7.6,0.784,94.17,1.3,-0.6,0.0,12.4,100,7988,94.12,15.6
12/07/2024 14:00,498.0,0.000,0,0,233,2.00,5.11,7.4,0.776,94.21,1.3,-0.6,0.0,11.7,100,8004,94.23,14.4
12/07/2024 14:30,440.4,0.000,0,0,355,1.78,5.12,6.9,0.802,94.24,1.3,-0.6,0.0,10.4,100,8014,94.25,12.5
12/07/2024 15:00,233.7,0.000,0,0,8,1.72,4.52,6.3,0.822,94.25,1.3,-0.4,0.0,9.0,100,8014,94.25,10.6
12/07/2024 15:30,183.1,0.000,0,0,258,1.85,4.76,6.1,0.828,94.26,1.3,-0.6,0.0,7.7,100,8014,94.26,9.1
12/07/2024 16:00,157.4,0.000,0,0,16,1.42,3.26,5.8,0.850,94.25,1.3,-0.6,0.0,7.3,100,8014,94.25,8.3
12/07/2024 16:30,132.4,0.000,0,0,11,1.19,2.51,5.4,0.875,94.25,1.4,-0.5,0.0,6.8,100,8017,94.24,7.6
12/07/2024 17:00,106.7,0.153,0,0,7,1.12,2.93,5.4,0.906,94.25,1.3,-0.6,3.1,6.5,100,8016,94.24,7.1
12/07/2024 17:30,83.6,0.528,0,0,7,1.00,2.19,5.2,0.944,94.23,1.4,-0.6,5.1,6.2,100,8010,94.22,6.5
12/07/2024 18:00,53.5,0.562,0,0,9,1.26,2.32,4.9,0.952,94.21,1.3,-0.5,4.1,5.6,100,8010,94.20,5.8
12/07/2024 18:30,59.8,0.851,0,0,10,0.89,1.81,4.9,0.955,94.18,1.4,-0.6,4.1,5.4,100,8010,94.18,5.5
12/07/2024 19:00,80.6,0.698,0,0,7,1.37,3.13,4.9,0.968,94.15,1.4,-0.6,4.1,5.5,100,8010,94.15,5.5
12/07/2024 19:30,116.6,0.153,0,0,30,1.50,3.21,5.1,0.983,94.08,1.3,-0.6,2.0,5.7,100,8013,94.08,5.6
12/07/2024 20:00,93.9,0.068,0,0,20,2.73,4.89,4.9,0.989,94.04,1.4,-0.8,1.0,5.7,100,8008,94.04,5.6
12/07/2024 20:30,66.1,0.119,0,0,21,2.50,5.22,5.0,0.979,94.02,1.4,-0.9,2.0,5.4,100,8010,94.02,5.4
12/07/2024 21:00,46.4,0.136,0,0,24,1.39,3.06,5.3,0.947,93.98,1.3,-0.6,2.0,5.5,100,8010,93.98,5.3
12/07/2024 21:30,36.4,0.238,0,0,23,1.45,3.67,5.6,0.930,93.96,1.3,-0.5,3.1,5.8,100,8008,93.95,5.4
12/07/2024 22:00,28.6,0.187,0,0,36,0.75,2.29,5.4,0.958,93.92,1.3,-0.6,4.1,5.7,100,8007,93.92,5.4
12/07/2024 22:30,18.4,0.204,0,0,11,0.95,2.24,5.3,0.978,93.88,1.4,-0.7,2.0,5.6,100,8006,93.88,5.4
12/07/2024 23:00,9.3,0.170,0,0,19,1.06,2.38,5.1,0.980,93.83,1.4,-0.6,3.1,5.4,100,8004,93.83,5.2
12/07/2024 23:30,7.9,0.340,0,0,29,0.80,1.93,5.1,0.984,93.82,1.4,-0.6,4.1,5.4,100,8006,93.81,5.2
13/07/2024 00:00,2.3,0.306,0,0,21,0.97,2.49,4.8,0.989,93.80,1.4,-0.6,6.1,5.1,100,8002,93.80,4.9
13/07/2024 00:30,0.8,0.306,0,0,16,0.79,1.62,4.8,0.987,93.78,1.4,-0.6,9.2,5.0,100,7967,93.78,5.0
13/07/2024 01:00,0.0,0.102,0,0,51,0.90,2.16,5.2,0.973,93.74,1.4,-0.6,4.1,5.1,100,7971,93.74,5.2
13/07/2024 01:30,0.0,0.051,0,0,27,1.01,2.25,5.2,0.988,93.72,1.4,-0.6,1.0,5.3,100,7975,93.72,5.1
13/07/2024 02:00,0.0,0.085,0,0,194,1.28,2.25,5.1,0.996,93.70,1.4,-0.7,2.0,5.2,100,7975,93.71,5.0
13/07/2024 02:30,0.0,0.000,0,0,187,1.09,1.76,5.1,0.993,93.69,1.4,-0.6,0.0,5.2,100,7972,93.69,5.0
13/07/2024 03:00,0.0,0.000,0,0,193,0.83,2.14,5.1,0.993,93.67,1.4,-0.7,0.0,5.2,100,7975,93.67,4.9
13/07/2024 03:30,0.0,0.051,0,0,195,0.65,1.49,5.0,0.997,93.68,1.4,-0.6,2.0,5.1,100,7973,93.68,4.9
13/07/2024 04:00,0.0,0.051,0,0,232,1.15,2.50,4.9,0.996,93.66,1.5,-0.6,1.0,5.0,100,7969,93.67,4.8
13/07/2024 04:30,0.0,0.017,0,0,243,1.12,2.26,4.8,0.998,93.62,1.4,-0.6,1.0,4.9,100,7972,93.62,4.7
13/07/2024 05:00,0.0,0.000,0,0,234,1.52,3.17,4.7,1.000,93.62,1.5,-0.5,0.0,4.8,100,7972,93.62,4.6
13/07/2024 05:30,0.0,0.034,0,0,216,2.15,3.71,4.5,0.994,93.63,1.5,-0.8,1.0,4.6,100,7972,93.64,4.4
13/07/2024 06:00,0.8,0.017,0,0,206,2.29,4.78,4.5,0.996,93.64,1.3,-0.8,1.0,4.6,100,7968,93.64,4.3
13/07/2024 06:30,5.0,0.000,0,0,204,3.33,6.16,4.4,0.997,93.65,1.3,-0.7,0.0,4.5,100,7969,93.66,4.2
13/07/2024 07:00,9.2,0.000,0,0,216,2.90,5.12,4.3,0.998,93.69,1.6,-0.3,0.0,4.4,100,7966,93.70,4.1
13/07/2024 07:30,28.0,0.000,0,0,208,2.31,5.00,4.3,0.999,93.68,1.4,-0.7,0.0,4.4,100,7966,93.68,4.0
13/07/2024 08:00,48.1,0.000,0,0,213,2.79,5.57,4.0,1.000,93.69,1.2,-0.2,0.0,4.4,100,7965,93.70,4.0
13/07/2024 08:30,69.9,0.000,0,0,205,3.07,6.38,3.8,1.000,93.71,1.3,-0.8,0.0,4.3,100,7966,93.72,3.9
13/07/2024 09:00,60.1,0.034,0,0,220,3.24,6.70,3.9,0.998,93.74,1.6,-0.5,1.0,4.2,100,7965,93.75,3.9
13/07/2024 09:30,88.1,0.017,0,0,227,2.49,4.77,3.7,1.000,93.75,1.4,-0.6,1.0,4.1,100,7969,93.75,3.9
13/07/2024 10:00,141.4,0.017,0,0,237,2.19,4.46,3.6,1.000,93.74,1.1,-0.6,1.0,4.3,100,7971,93.75,4.0
13/07/2024 10:30,199.0,0.000,0,0,222,2.15,5.59,3.6,1.000,93.73,1.5,-0.6,0.0,4.6,100,7976,93.74,4.3
13/07/2024 11:00,219.2,0.017,0,0,234,2.16,5.76,3.6,0.998,93.73,1.4,-0.6,1.0,4.8,100,7984,93.74,4.6
13/07/2024 11:30,242.7,0.068,0,0,232,2.46,6.21,3.6,0.996,93.74,1.5,-0.5,1.0,4.8,100,7992,93.76,4.7
13/07/2024 12:00,210.0,0.000,0,0,220,2.66,5.86,3.4,0.999,93.76,1.1,-0.4,0.0,4.9,100,7997,93.78,4.8
13/07/2024 12:30,318.6,0.000,0,0,205,4.15,8.49,3.6,0.997,93.76,1.5,-0.5,0.0,5.0,100,8017,93.78,4.7
13/07/2024 13:00,350.0,0.017,0,0,207,4.72,7.52,3.8,0.997,93.77,1.3,-0.3,1.0,5.8,100,8030,93.79,5.2
13/07/2024 13:30,422.0,0.000,0,0,208,4.62,7.22,4.1,0.984,93.78,1.4,-0.5,0.0,6.2,100,8053,93.80,5.8
13/07/2024 14:00,408.4,0.000,0,0,204,5.01,7.46,4.3,0.930,93.80,1.9,-0.4,0.0,6.4,100,8067,93.82,6.3
13/07/2024 14:30,417.1,0.000,0,0,215,3.30,6.20,5.0,0.892,93.83,1.3,-0.7,0.0,7.1,100,8075,93.84,7.2
13/07/2024 15:00,359.4,0.000,0,0,214,3.56,5.90,5.1,0.874,93.84,1.4,-0.7,0.0,7.0,100,8082,93.85,7.2
13/07/2024 15:30,323.0,0.000,0,0,223,3.10,5.38,4.9,0.908,93.84,1.5,-0.4,0.0,6.6,100,8086,93.86,7.0
13/07/2024 16:00,314.4,0.017,0,0,232,2.42,4.71,4.6,0.947,93.85,1.3,-0.9,1.0,6.3,100,8091,93.86,6.7
13/07/2024 16:30,348.2,0.000,0,0,231,1.78,4.42,4.6,0.984,93.86,1.4,-0.8,0.0,6.4,100,8099,93.87,6.8
13/07/2024 17:00,266.7,0.000,0,0,305,1.07,2.42,4.7,0.994,93.87,1.5,-0.5,0.0,6.7,100,8098,93.88,7.0
13/07/2024 17:30,217.0,0.000,0,0,229,2.44,5.57,4.2,0.990,93.88,1.2,-0.8,0.0,6.1,100,8098,93.89,6.5
13/07/2024 18:00,236.5,0.000,0,0,222,2.31,4.43,4.1,0.988,93.87,1.2,-0.6,0.0,5.5,100,8102,93.88,5.9
13/07/2024 18:30,208.0,0.000,0,0,237,1.65,4.87,4.1,0.996,93.88,1.2,-0.7,0.0,5.6,100,8101,93.89,5.9
13/07/2024 19:00,238.1,0.000,0,0,343,1.19,3.76,4.0,0.995,93.89,1.3,-0.6,0.0,5.8,100,8106,93.90,6.0
13/07/2024 19:30,137.9,0.000,0,0,332,1.28,3.14,4.0,0.990,93.90,1.5,-0.9,0.0,5.5,100,8102,93.90,5.7
13/07/2024 20:00,144.1,0.017,0,0,193,1.71,3.31,3.6,0.985,93.90,1.5,-0.6,1.0,4.8,100,8104,93.90,5.0
13/07/2024 20:30,169.5,0.017,0,0,194,1.59,3.04,3.7,0.987,93.91,1.4,-0.8,1.0,4.7,100,8107,93.92,4.9
13/07/2024 21:00,142.8,0.017,0,0,213,1.74,3.40,3.9,0.988,93.92,1.5,-0.6,1.0,4.9,100,8106,93.92,5.0
13/07/2024 21:30,99.7,0.102,0,0,197,1.95,3.35,3.7,0.986,93.92,1.5,-0.7,1.0,4.5,100,8105,93.93,4.6
13/07/2024 22:00,96.4,0.034,0,0,202,1.72,3.98,3.6,0.990,93.93,1.3,-0.5,1.0,4.3,100,8103,93.94,4.4
13/07/2024 22:30,74.8,0.000,0,0,208,2.29,4.31,3.4,0.997,93.94,1.4,-0.5,0.0,4.0,100,8101,93.94,4.0
13/07/2024 23:00,53.2,0.000,0,0,215,1.55,3.69,3.4,0.999,93.95,1.5,-0.5,0.0,3.9,100,8098,93.96,3.8
13/07/2024 23:30,27.1,0.000,0,0,220,1.10,2.20,3.4,1.000,93.97,1.4,-0.6,0.0,3.8,100,8099,93.97,3.7
14/07/2024 00:00,11.5,0.000,0,0,237,0.69,1.80,3.3,0.995,93.97,1.4,-0.6,0.0,3.6,100,8096,93.97,3.4
14/07/2024 00:30,4.0,0.000,0,0,253,0.86,2.32,3.3,0.991,93.98,1.4,-0.6,0.0,3.5,100,8085,93.98,3.3
14/07/2024 01:00,1.0,0.000,0,0,241,0.78,1.95,3.2,0.986,93.97,1.5,-0.7,0.0,3.2,100,8057,93.98,3.1
14/07/2024 01:30,0.0,0.000,0,0,233,1.21,2.67,2.9,0.979,93.97,1.4,-0.5,0.0,2.8,100,8061,93.97,2.4
14/07/2024 02:00,0.0,0.000,0,0,10,0.65,2.26,2.9,0.973,93.97,1.4,-0.5,0.0,2.6,100,8063,93.97,2.1
14/07/2024 02:30,0.0,0.000,0,0,27,0.67,1.46,3.0,0.981,93.98,1.4,-0.6,0.0,2.8,100,8064,93.98,2.3
14/07/2024 03:00,0.0,0.000,0,0,223,0.75,2.09,2.8,0.992,93.98,1.4,-0.6,0.0,2.8,100,8061,93.98,2.2
14/07/2024 03:30,0.0,0.000,0,0,228,0.98,2.27,2.7,0.984,93.98,1.4,-0.6,0.0,2.5,100,8060,93.98,1.9
14/07/2024 04:00,0.0,0.000,0,0,230,0.81,1.85,2.6,0.982,93.97,1.4,-0.6,0.0,2.3,100,8059,93.97,1.6
14/07/2024 04:30,0.0,0.000,0,0,205,0.78,1.63,2.5,0.981,93.95,1.4,-0.6,0.0,2.3,100,8062,93.95,1.6
14/07/2024 05:00,0.0,0.000,0,0,223,0.96,1.71,2.4,0.973,93.94,1.4,-0.6,0.0,2.1,100,8060,93.94,1.2
14/07/2024 05:30,0.0,0.000,0,0,269,0.75,2.22,2.4,0.985,93.94,1.4,-0.6,0.0,2.3,100,8060,93.94,1.6
14/07/2024 06:00,2.0,0.000,0,0,233,1.13,2.33,2.2,0.998,93.95,1.3,-0.6,0.0,2.2,100,8059,93.95,1.6
14/07/2024 06:30,4.8,0.000,0,0,220,1.24,2.27,2.1,0.999,93.95,1.4,-0.6,0.0,2.2,100,8060,93.96,1.7
14/07/2024 07:00,8.8,0.000,0,0,273,0.76,1.72,2.2,0.997,93.97,1.3,-0.6,0.0,2.3,100,8055,93.98,1.8
14/07/2024 07:30,35.1,0.000,0,0,6,0.88,1.93,2.2,1.000,93.98,1.4,-0.6,0.0,2.4,100,8056,93.99,2.0
14/07/2024 08:00,65.8,0.034,0,0,5,1.15,2.13,2.3,1.000,93.99,1.4,-0.5,1.0,2.8,100,8058,94.00,2.3
14/07/2024 08:30,81.4,0.017,0,0,2,1.22,2.14,2.3,0.998,94.00,1.4,-0.6,1.0,2.8,100,8058,94.00,2.4
14/07/2024 09:00,178.7,0.000,0,0,17,1.14,2.15,2.4,1.000,94.00,1.4,-0.6,0.0,3.5,100,8065,94.01,2.9
14/07/2024 09:30,139.8,0.000,0,0,195,0.93,2.28,2.6,0.997,94.03,1.4,-0.6,0.0,4.1,100,8067,94.04,3.6
14/07/2024 10:00,164.4,0.000,0,0,177,0.89,2.11,2.7,1.000,94.04,1.4,-0.6,0.0,4.3,100,8074,94.05,3.8
14/07/2024 10:30,360.1,0.000,0,0,15,0.94,2.11,3.1,1.000,94.04,1.5,-0.6,0.0,5.9,100,8105,94.06,4.8
14/07/2024 11:00,319.4,0.000,0,0,31,1.44,3.55,3.5,0.993,94.05,1.4,-0.5,0.0,7.5,100,8117,94.07,6.3
14/07/2024 11:30,326.5,0.000,0,0,243,1.00,2.75,3.9,0.916,94.06,1.5,-0.6,0.0,7.0,100,8140,94.09,6.4
14/07/2024 12:00,615.6,0.000,0,0,268,1.11,2.51,4.9,0.952,94.08,1.5,-0.2,0.0,9.2,100,8209,94.04,11.4
14/07/2024 12:30,658.6,0.000,0,0,348,1.06,2.38,5.4,0.904,94.11,1.5,-0.7,0.0,11.0,100,8223,94.16,13.6
14/07/2024 13:00,724.3,0.000,0,0,2,1.50,2.73,5.1,0.795,94.11,1.5,-0.6,0.0,10.7,100,8247,94.17,12.5
14/07/2024 13:30,722.7,0.000,0,0,4,1.54,2.67,5.5,0.817,94.12,1.5,-0.5,0.0,10.8,100,8264,94.17,12.7
14/07/2024 14:00,726.3,0.000,0,0,357,1.64,2.92,5.7,0.761,94.13,1.6,-0.6,0.0,10.5,100,8290,94.18,12.7
14/07/2024 14:30,809.0,0.000,0,0,353,1.57,2.60,6.0,0.761,94.15,1.5,-0.6,0.0,11.0,100,8307,94.19,13.3
14/07/2024 15:00,822.1,0.000,0,0,0,1.73,3.57,6.6,0.723,94.15,1.5,-0.7,0.0,11.1,100,8327,94.19,13.6
14/07/2024 15:30,833.0,0.000,0,0,355,1.78,3.42,7.1,0.756,94.17,1.4,-0.4,0.0,11.4,100,8342,94.20,13.9
14/07/2024 16:00,821.2,0.000,0,0,358,1.66,3.14,7.8,0.692,94.18,1.6,-0.8,0.0,11.9,100,8358,94.21,14.3
14/07/2024 16:30,805.1,0.000,0,0,351,1.34,3.30,8.5,0.664,94.19,1.5,-0.7,0.0,12.4,100,8370,94.21,14.9
14/07/2024 17:00,782.9,0.000,0,0,332,1.40,3.80,9.5,0.631,94.20,1.6,-0.7,0.0,13.2,100,8381,94.22,15.5
14/07/2024 17:30,775.1,0.000,0,0,288,1.37,4.58,10.5,0.593,94.23,1.7,-0.9,0.0,14.1,100,8389,94.24,16.1
14/07/2024 18:00,588.6,0.000,0,0,231,2.28,5.08,10.0,0.591,94.26,1.3,-0.7,0.0,14.2,100,8384,94.26,16.0
14/07/2024 18:30,619.2,0.000,0,0,235,3.04,5.47,9.7,0.599,94.27,1.5,-0.6,0.0,13.1,100,8387,94.27,14.8
14/07/2024 19:00,619.3,0.000,0,0,235,2.84,5.45,9.4,0.637,94.29,1.3,-0.7,0.0,12.7,100,8387,94.29,14.1
14/07/2024 19:30,412.3,0.000,0,0,234,2.75,5.59,9.2,0.646,94.31,1.6,-0.5,0.0,12.3,100,8385,94.30,13.5
14/07/2024 20:00,418.9,0.000,0,0,219,2.73,5.01,9.1,0.642,94.33,1.7,-0.4,0.0,11.4,100,8377,94.33,12.4
14/07/2024 20:30,393.6,0.000,0,0,227,2.56,5.19,9.7,0.630,94.35,1.5,-0.4,0.0,12.4,100,8372,94.35,13.0
14/07/2024 21:00,338.4,0.000,0,0,241,1.61,4.45,9.7,0.632,94.37,1.4,-0.8,0.0,12.8,100,8368,94.36,13.1
14/07/2024 21:30,198.8,0.000,0,0,230,1.66,4.43,9.1,0.638,94.40,1.7,-0.6,0.0,12.0,100,8363,94.38,12.6
14/07/2024 22:00,218.2,0.000,0,0,230,2.07,4.60,8.6,0.643,94.41,1.7,-0.6,0.0,10.6,100,8359,94.40,11.3
14/07/2024 22:30,112.9,0.000,0,0,218,1.67,4.39,8.4,0.662,94.44,1.6,-0.7,0.0,10.0,100,8356,94.42,10.6
14/07/2024 23:00,55.7,0.000,0,0,13,1.17,2.52,7.9,0.684,94.46,1.6,-0.7,0.0,8.9,100,8351,94.44,9.3
14/07/2024 23:30,17.8,0.000,0,0,62,0.83,3.16,7.9,0.693,94.49,1.6,-0.6,0.0,8.4,100,8349,94.47,8.7
15/07/2024 00:00,8.6,0.000,0,0,16,1.46,2.79,7.5,0.716,94.51,1.5,-0.6,0.0,7.8,100,8345,94.49,7.9
15/07/2024 00:30,4.0,0.000,0,0,23,2.32,4.05,6.9,0.746,94.53,1.5,-0.7,0.0,7.1,100,8316,94.50,7.2
15/07/2024 01:00,0.3,0.000,0,0,33,1.78,3.94,6.7,0.768,94.55,1.6,-0.4,0.0,6.8,100,8301,94.53,7.2
15/07/2024 01:30,0.0,0.000,0,0,24,1.93,3.58,6.0,0.796,94.56,1.5,-0.8,0.0,6.3,100,8308,94.54,6.3
15/07/2024 02:00,0.0,0.000,0,0,1,1.81,3.74,4.8,0.845,94.57,1.5,-0.4,0.0,5.4,100,8302,94.55,5.4
15/07/2024 02:30,0.0,0.000,0,0,15,2.21,3.95,4.6,0.858,94.58,1.2,-0.6,0.0,4.9,100,8303,94.56,4.9
15/07/2024 03:00,0.0,0.000,0,0,25,2.41,4.23,4.5,0.866,94.59,1.4,-0.6,0.0,4.5,100,8302,94.57,4.4
15/07/2024 03:30,0.0,0.000,0,0,21,2.31,3.80,4.0,0.892,94.59,1.6,-0.7,0.0,4.3,100,8302,94.57,4.1
15/07/2024 04:00,0.0,0.000,0,0,12,1.96,3.65,3.7,0.920,94.59,1.5,-0.5,0.0,4.0,100,8300,94.57,3.9
15/07/2024 04:30,0.0,0.000,0,0,13,1.80,3.40,3.3,0.933,94.60,1.5,-0.7,0.0,3.6,100,8300,94.58,3.6
15/07/2024 05:00,0.0,0.000,0,0,13,1.97,3.23,3.2,0.932,94.60,1.5,-0.5,0.0,3.4,100,8298,94.59,3.4
15/07/2024 05:30,0.1,0.000,0,0,14,1.28,2.59,3.3,0.924,94.61,1.5,-0.7,0.0,3.3,100,8296,94.60,3.2
15/07/2024 06:00,2.7,0.000,0,0,72,0.89,2.05,3.3,0.920,94.61,1.5,-0.7,0.0,3.1,100,8296,94.59,2.6
15/07/2024 06:30,8.7,0.000,0,0,130,0.61,1.30,3.1,0.928,94.62,1.5,-0.6,0.0,2.8,100,8295,94.60,2.1
15/07/2024 07:00,22.0,0.000,0,0,119,0.66,1.65,3.1,0.942,94.63,1.5,-0.6,0.0,2.8,100,8290,94.61,2.0
15/07/2024 07:30,46.3,0.000,0,0,21,0.86,1.76,3.0,0.955,94.64,1.5,-0.6,0.0,3.0,100,8294,94.63,2.3
15/07/2024 08:00,76.5,0.000,0,0,39,0.56,1.58,3.2,0.974,94.65,1.5,-0.6,0.0,3.5,100,8292,94.64,2.9
15/07/2024 08:30,151.6,0.000,0,0,12,1.09,2.48,3.3,0.983,94.65,1.5,-0.7,0.0,4.5,100,8297,94.64,3.7
15/07/2024 09:00,253.8,0.000,0,0,191,1.22,2.39,3.8,0.985,94.65,1.6,-0.5,0.0,6.5,100,8314,94.66,5.6
15/07/2024 09:30,297.5,0.000,0,0,126,0.84,2.23,4.6,0.934,94.67,1.5,-0.7,0.0,8.7,100,8328,94.68,7.2
15/07/2024 10:00,329.0,0.000,0,0,186,1.15,2.73,4.5,0.917,94.67,1.6,-0.7,0.0,8.9,100,8344,94.69,7.8
15/07/2024 10:30,423.5,0.000,0,0,205,1.06,2.54,5.1,0.853,94.67,1.6,-0.6,0.0,9.7,100,8368,94.69,8.7
15/07/2024 11:00,473.9,0.000,0,0,13,1.23,1.93,5.3,0.773,94.66,1.6,-0.7,0.0,10.9,100,8396,94.69,9.7
15/07/2024 11:30,497.6,0.000,0,0,22,1.31,2.88,5.7,0.740,94.65,1.7,-0.8,0.0,11.1,100,8422,94.67,10.4
15/07/2024 12:00,608.4,0.000,0,0,10,1.77,2.84,5.3,0.694,94.63,1.5,-0.5,0.0,11.2,100,8443,94.66,11.0
15/07/2024 12:30,660.1,0.000,0,0,317,1.36,2.89,6.1,0.697,94.63,1.6,-0.5,0.0,11.5,100,8456,94.67,12.0
15/07/2024 13:00,709.5,0.000,0,0,292,1.10,2.73,7.3,0.714,94.64,1.6,-0.5,0.0,13.3,100,8472,94.67,13.9
15/07/2024 13:30,710.5,0.000,0,0,339,1.08,2.54,7.9,0.675,94.65,1.7,-0.6,0.0,14.1,100,8482,94.68,14.9
